event_name,research_prompt,image_prompt,image_generated,saved_filename
first-appendectomy,"Search the web for reference artworks and historical records of ""First Successful Appendectomy"" (1735). Study the early Georgian London surgical instruments, dress and candlelit interiors of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. First Successful Appendectomy — A London surgeon removed a boy's perforated appendix in the middle of a routine hernia operation, the earliest recorded case to succeed. A surgeon's hands lifting a folding steel scalpel from a velvet-lined case, an assistant holding a lantern close over the table. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
franklin-founds-fire-company,"Search the web for reference artworks and historical records of ""Franklin Founds Fire Company"" (1736). Study the colonial Philadelphia dress, hand-pumped fire engines and leather buckets of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Franklin Founds Fire Company — Benjamin Franklin helped organize Philadelphia's Union Fire Company, the American colonies' first volunteer firefighting brigade. Volunteers in colonial dress working a hand-pumped fire engine's brake bars, a bucket brigade stretching toward a smoking rowhouse. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
chatelet-fire-essay-published,"Search the web for reference artworks and historical records of ""Du Chatelet's Essay Published"" (1738). Study the 18th century French salon science, glassware experiments and Enlightenment writing desks of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Du Chatelet's Essay Published — The Paris Academy of Sciences printed Emilie du Chatelet's essay on the nature of fire, the first paper it published by a woman. A hand holding a candle flame near a sealed glass vessel on a study table, a manuscript and quill beside it. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
princeton-founded,"Search the web for reference artworks and historical records of ""Princeton Founded"" (1746). Study the 1740s colonial New Jersey Presbyterian dress and early college building construction of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Princeton Founded — Evangelical Presbyterians chartered the College of New Jersey, which grew over time into Princeton University. Clergymen's hands reviewing an architect's plan for a college hall beside a cornerstone half set into the ground. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
fort-ticonderoga-built,"Search the web for reference artworks and historical records of ""Fort Ticonderoga Built"" (1755). Study the 18th century French colonial military architecture, star fort construction dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Fort Ticonderoga Built — France built this star shaped fort at a strategic chokepoint between two lakes in its northern colonies. Soldiers and laborers digging earthworks and stacking timber into a star shaped fort wall between two lakes. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
vijaydurg-falls-to-british,"Search the web for reference artworks and historical records of ""Vijaydurg Falls to the British"" (1756). Study the 18th century Maratha coastal fortress architecture and British East India Company ships of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Vijaydurg Falls to the British — A combined British and Maratha fleet stormed Tulaji Angre's fortress at Vijaydurg, ending the Angre family's decades of raiding on India's coast. Warships bombarding a stone sea fortress from close offshore, smoke rising from the ramparts above crashing waves. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
bengal-famine-company-rule,"Search the web for reference artworks and historical records of ""Bengal Famine Under Company Rule"" (1770). Study the 18th-century Bengali dress, riverine villages and East India Company trading posts of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Bengal Famine Under Company Rule — Drought and East India Company tax policy combined to kill roughly a third of Bengal's population. A family carrying empty clay water jars past a dry rice paddy toward a distant riverside trading post. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
baret-completes-world-circuit,"Search the web for reference artworks and historical records of ""Baret Completes World Circuit"" (1775). Study the 18th century sailing ships, botanical specimen cases and harbor scenes of the period of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Baret Completes World Circuit — Botanist Jeanne Baret, who had sailed disguised as a man, returned home and became the first woman known to circle the globe. A botanist's hands sorting pressed plant specimens into a wooden case on a ship's deck, a harbor visible beyond the rail. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
la-scala-opens,"Search the web for reference artworks and historical records of ""La Scala Opens in Milan"" (1778). Study the 18th-century Milanese opera house architecture, gilded box tiers and opening-night dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. La Scala Opens in Milan — Teatro alla Scala opened in Milan and grew into one of the world's most influential opera houses. Elegantly dressed patrons filing into a grand new opera house beneath crystal chandeliers, gilded tiers of boxes rising above the stalls. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
rama-i-founds-bangkok,"Search the web for reference artworks and historical records of ""Rama I Founds Bangkok"" (1782). Study the 18th-century Siamese royal court dress and river-crossing ceremony of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Rama I Founds Bangkok — King Rama I moved the Siamese capital across the Chao Phraya river and founded the city of Bangkok. A Siamese king crossing a river by royal barge toward a newly built palace on the opposite bank. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
blanchard-jeffries-channel-crossing,"Search the web for reference artworks and historical records of ""Balloon Crosses the Channel"" (1785). Study the 1780s hydrogen balloon construction, wicker gondolas and Channel coastline of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Balloon Crosses the Channel — Jean-Pierre Blanchard and John Jeffries crossed the English Channel by hydrogen balloon, the first aerial crossing. Two aeronauts in a wicker gondola beneath a striped gas balloon, tossing ballast overboard above open water. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
first-ascent-mont-blanc,"Search the web for reference artworks and historical records of ""First Ascent of Mont Blanc"" (1786). Study the 18th-century alpine climbing dress and equipment, and the granite and snow terrain of Mont Blanc's summit ridge of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. First Ascent of Mont Blanc — Jacques Balmat and Michel Paccard became the first climbers to reach the summit of the highest peak in the Alps. Two climbers in woolen coats and long alpenstocks stand at a snowy summit ridge, a sea of lower peaks spread out below them. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
herschel-discovers-comet,"Search the web for reference artworks and historical records of ""Herschel Discovers a Comet"" (1786). Study the 18th century English astronomy, brass telescopes and observatory interiors of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Herschel Discovers a Comet — Astronomer Caroline Herschel spotted a comet through her telescope, becoming the first woman credited with discovering one. A hand adjusting the eyepiece of a brass telescope aimed at a night sky, an open star chart lit by a lantern nearby. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
rachel-wall-hanged-piracy,"Search the web for reference artworks and historical records of ""Rachel Wall Hanged for Piracy"" (1789). Study the Late 18th century Boston harbor architecture and colonial American dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Rachel Wall Hanged for Piracy — American pirate Rachel Wall, who lured ships with fake distress signals off the New England coast, was hanged in Boston for robbery at sea. A lone figure standing on a wooden scaffold above a hushed harborside crowd beneath a cloudy New England sky. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
magic-flute-premieres,"Search the web for reference artworks and historical records of ""The Magic Flute Premieres"" (1791). Study the Viennese singspiel costume and stagecraft, Papageno's feathered birdcatcher outfit and painted temple sets of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. The Magic Flute Premieres — Mozart's singspiel about a prince's magical trial by fire and water premiered in Vienna, blending fairy tale and Masonic symbolism. A performer in a feathered birdcatcher costume standing beside an ornate painted temple backdrop on a Vienna stage. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
general-stud-book-published,"Search the web for reference artworks and historical records of ""The General Stud Book Debuts"" (1791). Study the Georgian-era English racing stable dress, ledgers and Thoroughbred horses of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. The General Stud Book Debuts — James Weatherby published a registry tracing every listed racehorse back to a handful of founding sires. A clerk's hand entering a horse's pedigree into a leather-bound ledger, a groom holding a Thoroughbred outside the stable door. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
french-crown-jewels-theft,"Search the web for reference artworks and historical records of ""Theft of the French Crown Jewels"" (1792). Study the 1790s Parisian royal storehouse interiors and revolutionary-era dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Theft of the French Crown Jewels — Thieves looted the royal storehouse in Paris over several nights of revolutionary chaos, stealing thousands of gems. Hands sweeping loose gems and pearls from a shattered display case into a sack inside a darkened storeroom. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
macartney-mission-rebuffed,"Search the web for reference artworks and historical records of ""Macartney Mission Rebuffed"" (1793). Study the Qing court audience dress, Georgian British diplomatic dress, imperial gift objects of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Macartney Mission Rebuffed — A British envoy sought open trade with the Qing court but was turned away, an assertion of imperial self-sufficiency. A British envoy presenting an ornate mechanical clock to seated Qing officials in a grand audience hall. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
jardin-des-plantes-zoo-opens,"Search the web for reference artworks and historical records of ""Paris Opens a Public Zoo"" (1793). Study the Revolutionary-era Parisian dress and the animal enclosures of the early Jardin des Plantes of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Paris Opens a Public Zoo — Revolutionary France turned former royal animal collections into the Jardin des Plantes, an early public zoo. Parisians in Revolutionary-era dress gathered at an iron enclosure fence to watch an animal keeper feed a big cat. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
garnerin-parachute-descent,"Search the web for reference artworks and historical records of ""First Parachute Descent"" (1797). Study the late 18th-century balloon baskets and early frameless silk parachute design of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. First Parachute Descent — Andre-Jacques Garnerin leaped from a hydrogen balloon over Paris and floated safely down under a silk parachute. A man drifting beneath a billowing round parachute canopy after cutting free from a balloon basket high above Paris rooftops. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
surcouf-captures-kent,"Search the web for reference artworks and historical records of ""Surcouf Captures the Kent"" (1800). Study the Napoleonic era French corsair ships and British East Indiamen in the Bay of Bengal of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Surcouf Captures the Kent — French corsair Robert Surcouf boarded and captured the much larger British merchant ship Kent in the Bay of Bengal with a small, outgunned crew. A small outgunned corsair ship's crew swarming up the towering side of a much larger merchant vessel with cutlasses drawn. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
graff-post-fire-hydrant,"Search the web for reference artworks and historical records of ""The Post Fire Hydrant"" (1801). Study the early 19th century Philadelphia street engineering, cast-iron hydrant design and firefighter dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. The Post Fire Hydrant — Philadelphia engineer Frederick Graff devised the post type fire hydrant, letting brigades tap water mains directly from the street. A workman's hands bolting a cast-iron post hydrant onto a street water main, a coil of canvas hose lying ready beside him. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
west-point-founded,"Search the web for reference artworks and historical records of ""West Point Founded"" (1802). Study the Early 1800s US Army uniforms and West Point's Hudson River fortifications of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. West Point Founded — Congress established a military academy on the Hudson River to train officers for the United States Army. Officers' hands unrolling engineering plans on a table overlooking cadets drilling below a river bluff. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
cayley-glider-model,"Search the web for reference artworks and historical records of ""Cayley Flies a Glider Model"" (1804). Study the early 19th-century fixed-wing glider models and English countryside test fields of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Cayley Flies a Glider Model — George Cayley flew a small fixed-wing glider, the first device shown to fly on aerodynamic rather than buoyant lift. A gentleman's hands launching a small fixed-wing glider model across an open meadow, its wings catching the air. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
decatur-burns-philadelphia,"Search the web for reference artworks and historical records of ""Decatur Burns the Philadelphia"" (1804). Study the Early 19th century Tripoli harbor, US Navy ketch rigging and Barbary corsair defenses of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Decatur Burns the Philadelphia — Stephen Decatur led a raid into Tripoli harbor to burn the captured USS Philadelphia, denying Barbary corsairs its use during the war against them. Sailors dropping torches into the hold of a captured frigate at night as small boats pull away across a moonlit harbor. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
mcdowell-first-ovariotomy,"Search the web for reference artworks and historical records of ""McDowell Performs First Ovariotomy"" (1809). Study the early American frontier kitchen interiors, period surgical tools and dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. McDowell Performs First Ovariotomy — A Kentucky surgeon removed a massive ovarian tumor from a fully conscious patient on her own kitchen table, the first such operation to succeed. A surgeon's hands laying out instruments on a scrubbed kitchen table, a basin of water and folded cloths beside a lit oil lamp. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
zheng-yi-sao-fleet-surrenders,"Search the web for reference artworks and historical records of ""Zheng Yi Sao's Fleet Surrenders"" (1810). Study the Early 19th century Chinese junk fleets and Qing dynasty coastal negotiation settings of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Zheng Yi Sao's Fleet Surrenders — Pirate queen Zheng Yi Sao negotiated a mass amnesty for her tens of thousands of followers, ending the largest pirate confederation in history. A commanding woman in fine robes standing on a junk's deck before a vast fleet of anchored pirate ships at anchor. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
university-berlin-founded,"Search the web for reference artworks and historical records of ""University of Berlin Founded"" (1810). Study the 1810s Prussian academic dress, Berlin's neoclassical university building of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. University of Berlin Founded — Wilhelm von Humboldt founded a university in Berlin built around a new ideal linking scholarly research with teaching. Wilhelm von Humboldt's hand gesturing across a table of open books toward a grand neoclassical facade through a window. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
british-burn-washington,"Search the web for reference artworks and historical records of ""British Burn Washington"" (1814). Study the early 19th century Washington architecture, British Army dress of the War of 1812 of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. British Burn Washington — British troops set fire to the Capitol, the President's House and other public buildings during a wartime raid on the capital. Redcoat soldiers setting torches to the columned facade of a grand public building at night, flames already visible through its windows. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
barry-rescue-dog-legend,"Search the web for reference artworks and historical records of ""Barry the Rescue Dog Dies"" (1814). Study the early 19th-century Alpine monk and traveler dress, Great St Bernard Pass terrain and Saint Bernard dogs of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Barry the Rescue Dog Dies — The St Bernard credited with saving dozens of Alpine travelers died peacefully in retirement in Bern. A weathered Saint Bernard resting by a hospice doorway in the snow, a monk's hand resting on its head. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
second-treaty-of-paris,"Search the web for reference artworks and historical records of ""Second Treaty of Paris"" (1815). Study the 1815 Parisian diplomatic interiors, allied military and diplomatic dress of Britain, Austria, Prussia and Russia of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Second Treaty of Paris — Following the defeat at Waterloo, the allied powers imposed final peace terms on France, closing a long era of continental war. Allied ministers in formal dress bent over a document at a long table, a folded French tricolor set aside on a side chair. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
barber-of-seville-premieres,"Search the web for reference artworks and historical records of ""The Barber of Seville Premieres"" (1816). Study the early 19th-century Italian comic opera costume and painted Spanish-set backdrops of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. The Barber of Seville Premieres — Rossini's comic opera about a resourceful barber premiered in Rome to a famously disastrous reception before becoming a beloved favorite. A singer in a barber's apron gesturing with scissors and a razor strop before a painted Spanish balcony backdrop, an orchestra tuning below. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
bombardment-algiers-slaves-freed,"Search the web for reference artworks and historical records of ""Bombardment of Algiers"" (1816). Study the Early 19th century Royal Navy ships of the line and the fortified harbor of Algiers of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Bombardment of Algiers — A British and Dutch fleet bombarded Algiers to force the release of Christian slaves and end Barbary corsair attacks on European shipping. Warships anchored close offshore firing broadsides at stone harbor fortifications wreathed in cannon smoke. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
edinburgh-municipal-fire-brigade,"Search the web for reference artworks and historical records of ""Edinburgh's Municipal Fire Brigade"" (1824). Study the Late Regency Edinburgh, early uniformed firemen, leather helmets and horse-drawn manual pumps of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Edinburgh's Municipal Fire Brigade — Edinburgh formed a trained, uniformed fire service under James Braidwood, the model for professional city brigades that followed. A line of uniformed firemen in leather helmets drilling beside a manual pump in a cobbled Old Town close. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
john-by-founds-bytown,"Search the web for reference artworks and historical records of ""John By Founds Bytown"" (1826). Study the 1820s British military engineering dress and Rideau Canal construction camps of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. John By Founds Bytown — Lieutenant Colonel John By founded a canal workers settlement called Bytown, which was later renamed Ottawa. A uniformed engineer surveying a canal cutting through the forest as workers haul timber for a new settlement. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
london-zoo-opens-regents-park,"Search the web for reference artworks and historical records of ""London Zoo Opens"" (1828). Study the 1820s London dress and the early Regent's Park zoological gardens' enclosures of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. London Zoo Opens — The Zoological Society of London opened its gardens in Regent's Park to the paying public. Fashionably dressed visitors gathered before an iron-railed enclosure watching a keeper tend an exotic animal. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
france-conquers-algiers,"Search the web for reference artworks and historical records of ""France Conquers Algiers"" (1830). Study the 1830s French invasion fleet and the walled Ottoman era city of Algiers of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. France Conquers Algiers — A French invasion force captured Algiers, toppling the Ottoman backed regency and ending three centuries of Barbary corsair power in North Africa. French troops massing on a beach below a hilltop walled city as landing boats continue arriving through the surf. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
ross-reaches-north-magnetic-pole,"Search the web for reference artworks and historical records of ""Ross Reaches North Magnetic Pole"" (1831). Study the 1830s Arctic expedition clothing and instruments used to locate magnetic dip of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Ross Reaches North Magnetic Pole — James Clark Ross located and reached the North Magnetic Pole on the Boothia Peninsula, a first for any expedition. A fur-clad explorer kneels on flat Arctic tundra beside a dipping compass needle standing near vertical, sledges and a Union flag planted nearby. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
la-sylphide-premieres,"Search the web for reference artworks and historical records of ""La Sylphide Premieres"" (1832). Study the Romantic ballet costume, the white tulle Romantic tutu and Taglioni-era pointe technique of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. La Sylphide Premieres — A ballet about a doomed love between a man and an ethereal spirit opened in Paris, popularizing dancing en pointe and launching Romantic ballet. A ballerina in a white tulle skirt rising onto pointed toes in a moonlit forest set, gauzy wings attached at her shoulders. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
guano-boom-fertilizer-trade,"Search the web for reference artworks and historical records of ""Guano Boom Begins"" (1840). Study the 19th-century Peruvian guano islands, sailing ships and mining tools of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Guano Boom Begins — Britain began importing nitrogen rich Peruvian guano by the shipload, launching an industrial fertilizer trade that lifted European yields. Laborers' hands shoveling pale guano into sacks on a coastal cliff, tall ships anchored offshore waiting to load. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
settlers-found-wellington,"Search the web for reference artworks and historical records of ""Settlers Found Wellington"" (1840). Study the 1840s New Zealand Company colonial settlement and harbor landing of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Settlers Found Wellington — New Zealand Company colonists landed at Port Nicholson and founded a settlement that became Wellington. Colonists rowing ashore from a tall ship into a forested harbor, crates and tools piled on the beach. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
giselle-premieres,"Search the web for reference artworks and historical records of ""Giselle Premieres in Paris"" (1841). Study the Romantic ballet corps costume, veiled tutus and moonlit forest stage sets at the Paris Opera of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Giselle Premieres in Paris — A ballet about a peasant girl who dies of heartbreak and returns as a spirit opened at the Paris Opera, becoming a Romantic ballet cornerstone. A line of ballerinas in white Romantic tutus and veils gliding across a moonlit stage set of a forest clearing. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
great-fire-of-hamburg,"Search the web for reference artworks and historical records of ""Great Fire of Hamburg"" (1842). Study the Early Victorian-era Hamburg merchant district, canals, church spires and period dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Great Fire of Hamburg — A fire raged for four days through the old centre of the German port, leaving about 20,000 people homeless and prompting a modern rebuild. Flames reflected in a canal as smoke engulfs tall merchant houses and a church spire, boats crowded with rescued goods. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
croton-aqueduct-opens,"Search the web for reference artworks and historical records of ""Croton Aqueduct Opens"" (1842). Study the 19th century American masonry work and aqueduct construction dress of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Croton Aqueduct Opens — New York City opened a long masonry aqueduct carrying river water dozens of kilometers south into Manhattan. Workmen setting brick into a curved masonry aqueduct tunnel, a survey lantern hanging from the arched ceiling. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
lovelace-publishes-algorithm,"Search the web for reference artworks and historical records of ""Lovelace Publishes an Algorithm"" (1843). Study the 19th century English writing desks, mechanical calculating engines and mathematical notation of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Lovelace Publishes an Algorithm — Ada Lovelace published notes describing steps for Babbage's Analytical Engine, seen as the first published computer program. A hand annotating a page of numbered steps beside a diagram of a large geared calculating machine on a desk. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
rattler-beats-alecto,"Search the web for reference artworks and historical records of ""Rattler Beats Alecto"" (1845). Study the 1840s Royal Navy steamships, screw propellers and paddle wheel engineering of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Rattler Beats Alecto — The Royal Navy tied screw driven HMS Rattler stern to stern with paddle steamer Alecto, and Rattler towed her rival backward with ease. Two steamships lashed stern to stern in open water, one with a paddle wheel churning uselessly as the other pulls ahead. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
corn-laws-repealed-britain,"Search the web for reference artworks and historical records of ""Corn Laws Repealed"" (1846). Study the 1840s British Parliament interior, dress and dockside grain imports of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Corn Laws Repealed — Britain scrapped tariffs on imported grain, a free trade response to famine that reshaped food policy for a century. Dockworkers unloading sacks of imported grain from a ship's hold onto a busy London quay. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
treaty-of-guadalupe-hidalgo,"Search the web for reference artworks and historical records of ""Treaty of Guadalupe Hidalgo"" (1848). Study the 1840s Mexican and American diplomatic dress and the mission building interior where the treaty was signed of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Treaty of Guadalupe Hidalgo — Mexico ceded vast northern territories to the United States, closing a war fought over the disputed Texas border. American and Mexican commissioners signing papers at a plain wooden table inside a mission's stone-walled room, a map of the border unrolled nearby. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
spain-storms-balanguingui,"Search the web for reference artworks and historical records of ""Spain Storms Balanguingui"" (1848). Study the 1840s Spanish colonial naval vessels and Sulu Sea fortified island stockades of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Spain Storms Balanguingui — A Spanish naval expedition stormed the fortified island of Balanguingui in the Sulu Sea, destroying a stronghold used by raiders to prey on shipping. Steam powered gunboats shelling a low wooden island stockade while landing parties row toward the beach. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
blackwell-earns-medical-degree,"Search the web for reference artworks and historical records of ""Blackwell Earns a Medical Degree"" (1849). Study the mid 19th century American medical college interiors, graduation dress and diplomas of this period.","A dramatic chiaroscuro oil painting. 1:1 square composition optimized for small screen viewing. One dominant focal subject filling most of the frame. Strong silhouettes, high contrast. Blackwell Earns a Medical Degree — Elizabeth Blackwell graduated from Geneva Medical College, becoming the first woman to earn a medical degree in the country. A hand receiving a rolled diploma tied with ribbon in a wood paneled lecture hall, gowned graduates seated behind. No text, no dates, no numbers, no labels, no borders, no watermarks.",,
